reiterate	重申；重复
piquant	辛辣开胃
paucity	缺乏
prestige	声望；威信
pied	杂色的；斑驳的
respite	喘息，暂缓
rebuke	谴责
peripheral	外围的，次要的
perpetuate	使不朽
plaudit	赞美
propensity	倾向
reverent	尊敬的；可敬的
pert	唐突无理
perceptive	有洞察力的，警觉的；智慧的
ruminate	沉思
restraint	克制约束
refraction	（光线的）折射
rigid	严格
replenish	补充
receptive	善于接受的
premonition	预兆
riveting	吸引人的
prolong	延长
paradigm	典范；模式
pellucid	透明；清澈；易懂的
preternatural	超自然的
recidivism	惯犯
progeny	后裔
precarious	危险的
remorse	懊悔，自责
predilection	偏爱；偏好
pugilist	拳击手
pithy	精辟的
privation	缺乏
ravenous	饥饿的
retinue	随从
profound	深刻的
picaresque	流浪汉题材的
phobia	恐惧
putrid	腐烂
reputed	号称的
philology	语言学
prattle	唠叨
rhapsodize	狂热地描述
rankle	激怒
palette	调色板
recipient	接受的东西；容器
purse	皱；钱包
propinquity	亲近
reserve	保存
peccadillo	轻罪，小过失
peerless	无可匹敌的
rudimentary	基本的
revelry	狂欢
potable	可饮用的
rote	死记硬背
plasticity	塑性
rejuvenate	返老还童；青春重回
premise	假定，假设；前提
pallid	苍白的
rift	裂缝
parable	寓言
repulsion	排斥
preamble	序言
replete	充足的
raucous	沙哑的
puerile	幼稚的
panacea	包治百病的药，灵丹妙药
posthumous	死后的，遗腹的
palpitate	悸动
reactionary	反动的
pliable	柔韧的；变通适应性强
piecemeal	逐渐的
partial	部分的；偏袒的
proxy	代理
pittance	微薄的薪水
provoke	挑衅
presentiment	预感
pinnacle	顶点
respiration	呼吸；呼吸作用；呼气
rummage	翻找
purported	谣传的
replicate	复制
ruddy	红的；红润的
profusion	丰富；挥霍
panoramic	全景的
rent	租；裂口
palpable	明显的，显而易见
proclivity	倾向
pessimism	悲观主义者
pejorative	贬义的
prosaic	散文的；乏味的
rousing	唤醒的活跃的
purchase	买；紧握
protocol	协议
reminiscence	回忆
precis	摘要
pedantic	学究的，书呆子的
repeal	废除，撤销
perspicacious	有洞察力的
propitiate	劝解
pusillanimous	懦弱的
relinquish	放弃
poseur	装模作样的人
phylum	门；语群
regime	政体
pseudonym	假名；笔名
rustic	乡下的
rostrum	讲台
perfidious	背信弃义的；不忠的
ramble	漫步
psyche	灵魂，心智
propulsive	推进的；有推进力的
prone	倾向于
remonstrance	抗议
relic	遗物
repository	储藏室
retrospective	回顾的
reconnaissance	侦察
realm	领域
profligate	放荡
rectitude	正直
resilient	弹性的
rigor	严格
resplendent	辉煌灿烂
parochial	教区的；狭隘的
predispose	预先安排，使偏向
renovate	革新；刷新；修复
relent	让步
pact	和约；条约
plummet	垂直落下
polarize	极两极分化
renege	否认
pedestrian	行人；平庸
preclude	排除
pandemic	广泛传播的，流行的
plausible	似是的
pitfall	隐患，陷阱
probe	探测
perfunctory	敷衍
pore	毛孔；细读
pulchritude	美丽；标致
recrimination	反责
polemical	好争论的
potential	潜在的
raconteur	健谈者
recuperate	恢复
reprehensible	应该谴责的
repercussion	反弹；影响
practicable	可行的
pan	抨击
prosperity	繁荣；好运
resumption	恢复；重新开始
partiality	偏见
phlegmatic	冷静
paramount	极其重要的
proximity	接近；亲近
perturb	使不安，使忧虑
parched	干的
plumb	垂直；探明
purge	清除
perforate	打孔
pastiche	集锦
rancid	腐臭的
rebuff	拒绝
renegade	背叛
panache	派头
provident	有远见的；节约
recount	叙述
raspy	刺耳的；焦躁的
prevaricate	支吾，搪塞，说谎
poignancy	辛酸
prank	开玩笑
parsimony	小气吝啬
pertinent	相关的
pine	憔悴；思念；渴望；松树
protrude	突出
resigned	听天由命
prostrate	卧倒的，拜倒的，无能为力的
reputable	名誉好的
rehabilitate	恢复；复原
patent	专利；明显
plenitude	充分，富足
pernicious	有害的，恶性的
rant	咆哮
portly	肥胖的；魁梧的
recession	经济衰退
rapacious	贪婪
riddle	打洞
rhetorical	修辞学的；浮夸的
responsiveness	响应
reparable	可修复的
potentate	当权者
recapitulate	概括；总结
resentment	怨恨；愤恨
philanthropist	慈善家
pundit	博学者；梵文学家
ramshackle	摇摇欲坠的
primordial	原始的
portent	预兆
rail	责骂
paleontology	古生物学
rife	普遍的
pragmatic	务实的
reaper	收割者；收割机
revile	辱骂
pandemonium	混乱，骚乱
passive	消极被动
pastoral	田园的；乡下的
reprieve	缓刑
physiological	生理学的
ramp	斜面；斜坡
penury	穷
pulverize	磨碎
retiring	缄默的
persona	角色，表象人格
pariah	贱民；被社会遗弃的人
refrain	克制
repress	压迫；压制；压
rampant	猖獗的
retrench	紧缩
prompt	促使
patina	铜绿；光泽
prim	一本正经
ponderous	笨重
pedagogy	教育学
rotundity	圆形，球状；洪亮的
repudiate	拒绝接受
paragon	模范
propound	提出
preempt	先发制人
prodigious	巨大的
practitioner	从业者
rationalize	合理化
precedent	先例
render	提出
palliate	减轻
problematic	有疑问的
plight	困境
redolent	芬芳
requisite	必须品；必要的
propitious	吉利的；有利的
perpetrate	犯
prevalent	普遍的；流行的
peregrination	旅程；旅行
preposterous	荒谬
ratiocination	推理；推论
restive	不安的
prune	修剪
rancor	仇恨
pristine	原始的
reparation	赔偿
ravel	使混乱
pacify	安抚；平静
permeate	渗透；弥漫
perimeter	周长
pensive	沉思的；忧心忡忡的
pummel	打
rend	撕开
predator	掠食者
parry	避
perennial	终年的；永久的
pall	变乏味
revoke	撤消
placid	平静的
reek	散发（气味）
recluse	隐遁者；
patrician	贵族的
perjury	伪誓；伪证
pragmatist	实用主义者
penitent	悔过的
prolific	多产的；丰富的
resonant	共鸣的
rebuttal	反驳
refute	反驳
revulsion	情感急变；反感
rubble	碎片
pertinacious	执拗
prey	猎物；受害人，牺牲品
propriety	适当
recumbent	靠着的；斜躺的；
proscribe	禁止
reverie	白日梦
progenitor	祖先
reprimand	谴责
predecessor	前辈
pathos	感伤力
reimburse	偿还
patriarch	族长
protean	多变的，变化多端的
pugnacity	好斗
regale	享用
recalcitrant	顽抗的
ribald	下流的
pauper	穷人；贫民
perdition	毁灭
piety	虔诚
promulgate	发布；公布
rave	口出狂言；胡言乱语；极力赞美
ruthless	无情的
percussion	打击
placebo	安慰剂
reconcile	调和
repellent	排斥的
primp	打扮
provocative	煽动的；挑逗的
permeable	可渗透的
protract	延长
ramify	分支；分叉
rationale	理论依据
rabid	疯狂
prologue	序言
prescience	预示能力
relevant	有关的；相对的
pathological	病理学；病态的
paroxysm	一阵
provisional	临时的
pervasive	遍布的，弥散的
potion	剂量
precocious	早熟的
polygamist	多配偶
prototype	原型
platitude	陈词滥调
polyglot	多语言
partisan	党派的
regimen	养身之道
renounce	放弃
reprise	重奏
plutocracy	富豪统治
piebald	花斑的；斑驳的
portend	预兆
residue	残余
personable	有魅力的
revert	恢复
perpetual	永久的
pander	迎合(不良需求)
resolution	坚定；决心；决定
presage	预示
papyrus	纸草；草纸（古代的）
roster	花名册
remiss	疏忽
reprove	谴责
remnant	残余
preen	把自己打扮漂亮；自满
projectile	导弹
ramification	衍生物；分支
propagate	繁殖；宣传
rapport	融洽
presumptuous	自以为是
petrify	石化
retain	保持
retaliation	报仇
premeditate	预谋，预先考虑
paltry	太少
plagiarize	剽窃，抄袭
pious	虔诚的
rejoinder	反驳
parasite	寄生；寄生体
parallelism	平行，类似
relish	品味；享受
partition	分裂开来
raze	摧毁
punctilious	一丝不苟
pivotal	关键的
puny	小
paean	赞歌
retract	撤回
practical	实用有效
precursor	领跑者，先驱
recourse	求助，依靠
retort	反驳
postulate	假定
rapt	着迷的
propellants	推进剂
rhetoric	修辞学
plethora	过剩；过多
petulant	脾气坏的
rig	装配；操作
punitive	惩罚的
predicament	困境,窘境
reproach	指责
prudent	谨慎的
rarefied	稀薄的
rectify	改正
paraphernalia	随身用具，必要但繁琐的手续
penchant	倾向；趣味
pecuniary	钱的，货币的
repel	击退
ratify	批准，认可
regal	皇家的
retroactive	追溯
peremptory	强硬的，专横的
peruse	细读
protégé	门徒
paradox	矛盾
requite	报答；酬谢
pomposity	自命不凡
prurient	好色的
renown	名望
replica	复制
parameter	参数，决定因素
pontifical	教皇的；傲慢武断
promote	提升；促进
predetermine	预先决定
proselytize	变宗
roil	搅浑
prehensile	能抓住的
retrograde	倒退，退化
prevail	盛行；说服
prerogative	特权
placate	安抚
rue	后悔
resurge	复苏
prophetic	预言的
robust	强壮的
rescind	废除，撤销
petty	微小的，不重要的
remedial	治疗的，补救的
precise	精确的
pachyderm	皮厚的动物（如大象）
pretentious	自命不凡
redress	补偿
plumage	鸟类的羽毛
procrastinate	拖延
podiatrist	足病医生
recant	放弃
pantomime	演哑剧
prate	空谈
pathetic	可怜的
remunerative	酬劳的
prognosis	预诊
redundant	冗余的；多余的
rile	激怒
reprobate	恶棍
prude	拘谨的人
pediatrician	儿科专家
remediable	可挽回的
panegyric	赞美
recurrent	复发的
posterity	子孙；后裔
reprisal	报复
pliant	顺从的
proponent	支持者
pigment	色素
philistine	庸人,俗人
reciprocate	回报
prolixity	冗长的；啰嗦的
prod	刺；戳
retentive	保持的；记性好的
prelude	前奏，序曲
slander	诽谤
thematic	主题的；主题相关的
stalwart	强壮可靠
synthesis	合成
solace	安慰
shoddy	廉价劣质
torpor	迟钝麻木
seminary	神学院；学院；发祥地
thwart	阻碍；挫败
trajectory	弹道；轨道
shambles	混乱，狼藉
stratify	分门别类；分类；分层
temporal	暂时的
transcribe	转录
tome	册；卷
tawdry	俗
seclusion	隐居
surveillance	监视
thermal	热的；热学的
spry	活跃
surpass	超越
subterfuge	借口
solitude	独居
turpitude	邪恶，恶劣
summation	合计总结
sectarian	宗派的；狭隘的
simper	傻笑
symbiosis	共生现象
stricture	约束；谴责
strut	swagger；支撑
secession	脱离
snub	冷落怠慢
touchy	敏感；易怒
truculence	粗野
torso	躯干；未完成的
strident	刺耳的，尖锐的
spartan	刚毅的；朴素的；纪律严格的；斯巴达的
scruple	踌躇；犹豫
truncate	截头或截尾
stultify	使徒劳
skimp	节约的使用
slothful	懒的
sleeper	长期不受人注意而一举受人瞩目的人或物
stamina	毅力
surmount	克服
supplant	取代；篡位
sheaf	捆；扎（秸秆）
salvage	营救
sentinel	看守，哨兵
sect	宗派
tribute	贡品；称赞
stigmatize	打烙印；污蔑
Simplistic	过分单纯化的
sheathe	插入鞘
sententious	简洁的；警句式的
terminology	术语
trough	槽，波谷
subjugate	征服
transcendent	卓越的
topography	地质地形
seasoned	老练的
subversive	颠覆性的；破坏性的
tangential	外围的；离题的
tensile	可伸展的
salvo	齐射
swarm	一大群；蜂拥
stodgy	古板
sequester	隐退；隔离
sophomoric	一知半解的；二年级生
skulk	躲藏；偷偷的移动
throng	聚集
sustenance	支持物；养料
stilted	做作的
stratum	地层；社会阶层
shroud	裹尸；隐藏
slovenly	懒散邋遢
spurious	伪造的
tightwad	吝啬鬼
stupor	恍惚；昏迷
savor	享受enjoy；滋味
sheer	完全的；垂直的；透明的
salubrious	对健康有益的，利于养生的
stanza	（诗）节
scale	攀登，衡量
tyranny	暴政；专制
stalemate	僵局
traverse	穿过
steadfast	坚贞不渝
sonorous	洪亮
torrid	炙热的
seethe	沸腾
tactile	触觉的
sumptuous	奢侈的
tenet	原则；信条
tentative	实验性的
tantrum	发脾气；暴怒
sinuous	蜿蜒的；弯曲复杂的；不老实的
substantiate	证实；验证
suborn	教唆
shyster	不择手段的律师
travail	辛苦劳作
supplicate	恳求
traumatic	创伤的
striated	有条纹的
squat	矮壮
trenchant	一针见血；犀利
surfeit	饮食过度；沉溺于
smirk	得意地笑
swindler	骗子
skirmish	战役
studied	有计划的；故意的
satirical	讽刺的
turbulence	湍流；动荡
succumb	屈服；屈从；死
supple	柔软的
servile	奴性的
sphinx-like	神秘的
surmise	猜测
sporadic	零星的
swathe	绑；裹
subdued	柔和的
sparse	稀少的；稀疏的
terse	简洁；扼要的
stint	限量；节约
supersede	取代
subsequent	后来的；接下来的
susceptible	易受影响的
sensual	肉欲的
tautological	同义反复的
suppress	压制
turgid	肿胀；晦涩难懂
tempo	拍子
trigger	引起；触发；扳机
scad	许多，大量
stagnant	停滞的
solicitous	关切的
subordinate	下级的
snivel	啜泣
transition	过渡
tepid	温
testy	易怒的
traduce	诽谤
slag	渣
scenario	情节；剧本
scurry	急跑
scrutinize	明察
spatial	空间的
succulent	多汁的
saboteur	破坏分子
skinflint	守财奴；吝啬鬼
skeptic	怀疑论者
turmoil	骚乱
tremulous	颤栗
saturnine	忧郁的
temerity	鲁莽
salacious	好色
satire	讽刺的
terrestrial	地的；地球的
sultry	闷热；性感
talisman	护身符；避邪物
staccato	断续的
sodden	湿透的；麻木的
swarthy	黝黑的
slither	滑动
tenacious	坚韧不拔
slake	解渴
totter	蹒跚；摇摇欲坠
somnambulist	梦游症患者
scaffold	脚手架
thespian	戏剧的
scurvy	卑鄙
sanctimonious	伪善的
sanguine	乐天的
swelter	热昏中暑
trifling	微不足道的
sear	灼伤
secular	世俗的
succor	援助；救援
serrated	锯齿状的
truism	真实性
subsistence	生计
severity	严肃；严格；严重
subjective	主观的；个人的
staid	一本正经
spectrum	光谱
suture	缝合；缝合处
sophistry	诡辩
spendthrift	败家子
sedition	叛乱
spontaneity	自发的；自然的
shrewd	精明
tantalize	挑逗
shear	剪；修剪
swerve	突然转向
sacrilegious	亵渎的
sardonic	讽刺的
subliminal	低于极限的；下意识的
seismic	地震的
slipshod	马虎草率
submissive	顺从的
stupefy	使恍惚；使茫然
sarcasm	挖苦；讽刺
seedy	破烂
spat	口角 冲突
sordid	肮脏；卑鄙
singular	单数；非凡，异常
strew	散播
sedentary	久坐的；坐惯的
salutary	有用的；有益的
transient	短暂的
shirk	逃避，推卸；避免
tedious	冗长
trepidation	惧怕
supercilious	自大的；傲慢的
stolid	:-|
sanction	批准
table	搁置
substantive	实质的
throes	剧痛
sinecure	闲职
servitude	奴役
tirade	长篇攻击性演说
shackle	束缚
sagacious	有洞察力的
titular	名义上的；有名无实的
sibling	兄弟姐妹
spasmodic	断断续续的；间歇的;痉挛
tractable	易驾驭的
touchstone	标准
seep	渗出；渗漏
timidity	胆怯
timorous	害怕的
sedate	镇静
tract	大片土地；小册子，短文
theoretical	理论的
stipend	薪水
sap	破坏
secrete	藏匿；分泌
tycoon	大亨
salient	显著的；突出的
translucent	半透明的
torrent	急流
thrive	繁荣
soluble	可溶解的；可解决的
tutelage	监护
tout	吹捧
trespass	非法侵入
shimmer	闪烁
stanch	止血
smolder	闷烧；郁积
sojourn	逗留
sever	切断
tenuous	纤细的
sycophant	马屁精
scapegoat	替罪羊
scamp	流氓
scourge	祸根；折磨
symmetry	对称；匀称
sinister	邪恶的
sinewy	多肌腱的，肌肉发达
stifle	窒息，扼杀
stem	花茎，树干；遏制
stipulate	规定
static	静态的
simile	明喻
soliloquy	自言自语；独白
spawn	产卵
subservient	奴性的
subsidy	补助金
treacly	甜蜜；过于伤感
sluggard	懒人
savory	有滋味的
sedulous	勤奋的
statute	法令；条例
shard	陶瓷碎片
satellite	人造卫星
tempestuous	有暴风雨的
tenure	任期；（土地的）使用年限
suavity	温和
sybarite	纵情逸乐之徒
savant	专家，学者
scintillate	迸出火花
sluggish	行动迟缓的
sanctuary	庇护所，圣堂
tarry	逗留
thrifty	节省的；抠包的
steep	陡峭；浸泡
smelt	冶炼
sunder	分裂
slapdash	草率，匆促
tantamount	同等的
scanty	缺乏；不足
taciturn	沉默寡言的
sovereign	有独立主权的；至高的；君主
specious	似是而非的
succinct	简洁的；紧身的
tacit	默许的
superfluous	多余的
treatise	论文
schematic	示意的，图解的
threadbare	褴褛的；破烂不堪的
trek	长途跋涉；旅行
transparent	透明
splice	接合
soporific	催眠的
solecism	语法错误；谬误
sartorial	裁缝的；缝纫的；
sublime	崇高的
sadistic	虐待狂的
sage	圣人
simulate	模仿；冒充
surly	粗暴的
transgression	违反道德准则
tyro	新手
tether	栓
summit	顶点
tendentious	偏见的
sham	佯装
travesty	恶搞
stigma	耻辱，污名
termination	结束
seamy	丑恶的
stymie	阻碍
scavenge	腐食
transport	狂喜
somnolent	昏昏欲睡
tender	提出;温柔；嫩；纤弱
sully	弄脏；玷污
squabble	争吵
scrupulous	小心谨慎
spate	洪水；大量
supposition	假定；假想
saturate	饱和；渗透
Stoic	坚忍
schism	分裂
tiller	舵柄
tonic	滋补的
subpoena	传票
surreptitious	秘密的
shun	避
subside	消退
trappings	装饰
serenity	平静
snicker	窃笑
temperament	气质；性情
taint	污染，感染；污点
superficial	肤浅的
stealth	秘密行动
temperate	节制的；温和的
satiate	完全满足
scoff	嘲弄
tenacity	坚韧不拔
subsidiary	附属品
turncoat	变节者
stoke	加燃料
tortuous	扭曲
seemly	适宜的，合适的
solemnity	严肃的
turbid	浑浊；混乱
transitory	转瞬即逝
tremor	颤栗
solvent	有偿付能力的；溶剂
transmute	使变形
surrogate	代替
saunter	漫步；闲逛
sleight	灵巧
toady	马屁精
scuffle	扭打
sustain	支撑；延续
trite	陈腐的
substantial	大量结实的
slacken	松弛，放慢
sportive	嬉戏的；玩闹的
slight	一点儿；怠慢
stratagem	战略
taut	整洁的；紧张
saccharine	极甜的
tangible	可触摸的；真实的
tranquillity	宁静，平静
somber	忧郁的；昏暗的
squander	浪费
solicit	恳求
tumult	喧嚣
temporize	拖延时间；见风使舵
stellar	星的；主要的
sacrosanct	神圣不可侵犯
serendipity	有发现意外之财的运气
stringent	严厉的
suffragist	女权主义者
theocracy	神权政治
temper	温和的
spurn	唾弃
synoptic	摘要的
titter	神经质的笑
squalor	脏；惨；穷
slur	模糊不清的说；诽谤，中伤
superimpose	叠加
therapeutic	治疗的；治疗学的
toxic	有毒的
slough	脱落；蜕皮
scuttle	急跑
